seqnames,strand,gene,score,support,CAGE_significance
NC_001491.2,+,CAGE_cluster_1,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_10,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_100,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_1000,309.564999042,2,*
NC_001491.2,+,CAGE_cluster_1001,260.58783765,2,*
NC_001491.2,+,CAGE_cluster_1002,328.80212931,2,*
NC_001491.2,+,CAGE_cluster_1003,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_1004,267.243608373,2,*
NC_001491.2,+,CAGE_cluster_1005,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_1006,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_1007,598827.546323734,9,***
NC_001491.2,+,CAGE_cluster_1008,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_1009,1177.808266601,5,***
NC_001491.2,+,CAGE_cluster_101,49270.838652001,9,***
NC_001491.2,+,CAGE_cluster_1010,7209.714970452,7,***
NC_001491.2,+,CAGE_cluster_1011,11968.281660042,7,***
NC_001491.2,+,CAGE_cluster_1012,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_1013,1734.781424529,4,**
NC_001491.2,+,CAGE_cluster_1014,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_1015,8753.131636745,7,***
NC_001491.2,+,CAGE_cluster_1016,2360.237976993,5,***
NC_001491.2,+,CAGE_cluster_1017,2055.550648605,7,***
NC_001491.2,+,CAGE_cluster_1018,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_1019,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_102,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_1020,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_1021,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_1022,651.26043826,2,*
NC_001491.2,+,CAGE_cluster_1023,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_1024,216.982829299,2,*
NC_001491.2,+,CAGE_cluster_1025,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_1026,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_1027,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_1028,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_1029,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_103,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_1030,466.852265231,2,*
NC_001491.2,+,CAGE_cluster_1031,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_1032,466.272925086,1,*
NC_001491.2,+,CAGE_cluster_1033,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_1034,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_1035,216.982829299,2,*
NC_001491.2,+,CAGE_cluster_1036,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_1037,372.407137661,3,**
NC_001491.2,+,CAGE_cluster_1038,732.232915777,3,**
NC_001491.2,+,CAGE_cluster_1039,6134.170306508,8,***
NC_001491.2,+,CAGE_cluster_104,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_1040,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_1041,544.365813827,1,*
NC_001491.2,+,CAGE_cluster_1042,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_1043,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_1044,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_1045,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_1046,11075.494764475,9,***
NC_001491.2,+,CAGE_cluster_1047,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_1048,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_1049,421.384299053,2,*
NC_001491.2,+,CAGE_cluster_105,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_1050,458.333536681,3,**
NC_001491.2,+,CAGE_cluster_1051,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_1052,762.776506484,1,*
NC_001491.2,+,CAGE_cluster_1053,395.491398062,2,*
NC_001491.2,+,CAGE_cluster_1054,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_1055,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_1056,267.243608373,2,*
NC_001491.2,+,CAGE_cluster_1057,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_1058,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_1059,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_106,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_1060,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_1061,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_1062,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_1063,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_1064,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_1065,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_1066,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_107,210.327058576,1,*
NC_001491.2,+,CAGE_cluster_108,529.69440385,3,**
NC_001491.2,+,CAGE_cluster_109,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_11,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_110,322.146358587,2,*
NC_001491.2,+,CAGE_cluster_111,2849.34208532,8,***
NC_001491.2,+,CAGE_cluster_112,260.58783765,2,*
NC_001491.2,+,CAGE_cluster_113,1764.55108293,6,***
NC_001491.2,+,CAGE_cluster_114,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_115,1109.593974941,5,***
NC_001491.2,+,CAGE_cluster_116,2104.695917734,5,***
NC_001491.2,+,CAGE_cluster_117,421.384299053,2,*
NC_001491.2,+,CAGE_cluster_118,827.784834717,3,**
NC_001491.2,+,CAGE_cluster_119,878.045613791,3,**
NC_001491.2,+,CAGE_cluster_12,1018.848778469,2,*
NC_001491.2,+,CAGE_cluster_120,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_121,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_122,2175.914661723,4,**
NC_001491.2,+,CAGE_cluster_123,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_124,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_125,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_126,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_127,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_128,3600.301543071,8,***
NC_001491.2,+,CAGE_cluster_129,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_13,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_130,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_131,1602.339141163,6,***
NC_001491.2,+,CAGE_cluster_132,853.930812869,3,**
NC_001491.2,+,CAGE_cluster_133,529.69440385,3,**
NC_001491.2,+,CAGE_cluster_134,1229.628771715,3,**
NC_001491.2,+,CAGE_cluster_135,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_136,803.564155669,3,**
NC_001491.2,+,CAGE_cluster_137,1335.348609951,2,*
NC_001491.2,+,CAGE_cluster_138,63752.914516575,9,***
NC_001491.2,+,CAGE_cluster_139,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_14,267.243608373,2,*
NC_001491.2,+,CAGE_cluster_140,2123.034758364,5,***
NC_001491.2,+,CAGE_cluster_141,1741.107978909,4,**
NC_001491.2,+,CAGE_cluster_142,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_143,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_144,911.84827591,4,**
NC_001491.2,+,CAGE_cluster_145,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_146,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_147,1156.840041188,4,**
NC_001491.2,+,CAGE_cluster_148,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_149,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_15,767.898535723,4,**
NC_001491.2,+,CAGE_cluster_150,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_151,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_152,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_153,576.808607415,3,**
NC_001491.2,+,CAGE_cluster_154,374.270095488,2,*
NC_001491.2,+,CAGE_cluster_155,216.982829299,2,*
NC_001491.2,+,CAGE_cluster_156,353.170007393,2,*
NC_001491.2,+,CAGE_cluster_157,597.90869551,3,**
NC_001491.2,+,CAGE_cluster_158,414.72852833,3,**
NC_001491.2,+,CAGE_cluster_159,1928.332629883,6,***
NC_001491.2,+,CAGE_cluster_16,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_160,1734.34633006,5,***
NC_001491.2,+,CAGE_cluster_161,353.170007393,2,*
NC_001491.2,+,CAGE_cluster_162,1122.931500943,5,***
NC_001491.2,+,CAGE_cluster_163,77902.069581753,9,***
NC_001491.2,+,CAGE_cluster_164,733.516533458,2,*
NC_001491.2,+,CAGE_cluster_165,4045.168194915,7,***
NC_001491.2,+,CAGE_cluster_166,720.758347602,3,**
NC_001491.2,+,CAGE_cluster_167,1661.731472486,5,***
NC_001491.2,+,CAGE_cluster_168,2189.69804256,5,***
NC_001491.2,+,CAGE_cluster_169,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_17,46784.823665342,9,***
NC_001491.2,+,CAGE_cluster_170,762.776506484,1,*
NC_001491.2,+,CAGE_cluster_171,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_172,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_173,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_174,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_175,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_176,2188.578868196,6,***
NC_001491.2,+,CAGE_cluster_177,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_178,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_179,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_18,1295.729981746,4,**
NC_001491.2,+,CAGE_cluster_180,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_181,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_182,309.564999042,2,*
NC_001491.2,+,CAGE_cluster_183,466.852265231,2,*
NC_001491.2,+,CAGE_cluster_184,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_185,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_186,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_187,395.491398062,1,*
NC_001491.2,+,CAGE_cluster_188,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_189,578.671565242,3,**
NC_001491.2,+,CAGE_cluster_19,17199.247139549,9,***
NC_001491.2,+,CAGE_cluster_190,867.940035772,2,*
NC_001491.2,+,CAGE_cluster_191,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_192,544.365813827,1,*
NC_001491.2,+,CAGE_cluster_193,309.564999042,2,*
NC_001491.2,+,CAGE_cluster_194,2342.723223295,5,***
NC_001491.2,+,CAGE_cluster_195,722.621305429,2,*
NC_001491.2,+,CAGE_cluster_196,3596.028037044,8,***
NC_001491.2,+,CAGE_cluster_197,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_198,954.169666579,4,**
NC_001491.2,+,CAGE_cluster_199,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_2,2725.24101483,5,***
NC_001491.2,+,CAGE_cluster_20,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_200,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_201,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_202,380.925866211,2,*
NC_001491.2,+,CAGE_cluster_203,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_204,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_205,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_206,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_207,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_208,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_209,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_21,1304.354588422,4,**
NC_001491.2,+,CAGE_cluster_210,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_211,1567.730157961,4,**
NC_001491.2,+,CAGE_cluster_212,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_213,2651.840341824,5,***
NC_001491.2,+,CAGE_cluster_214,11862.110589904,8,***
NC_001491.2,+,CAGE_cluster_215,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_216,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_217,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_218,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_219,372.407137661,3,**
NC_001491.2,+,CAGE_cluster_22,223.638600022,1,*
NC_001491.2,+,CAGE_cluster_220,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_221,466.852265231,2,*
NC_001491.2,+,CAGE_cluster_222,608.939047591,2,*
NC_001491.2,+,CAGE_cluster_223,811.6094222,3,**
NC_001491.2,+,CAGE_cluster_224,395.491398062,2,*
NC_001491.2,+,CAGE_cluster_225,735.958831431,2,*
NC_001491.2,+,CAGE_cluster_226,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_227,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_228,260.58783765,2,*
NC_001491.2,+,CAGE_cluster_229,670.497568528,3,**
NC_001491.2,+,CAGE_cluster_23,3123.211837139,7,***
NC_001491.2,+,CAGE_cluster_230,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_231,1404.846519293,5,***
NC_001491.2,+,CAGE_cluster_232,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_233,260.58783765,2,*
NC_001491.2,+,CAGE_cluster_234,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_235,558.678268517,2,*
NC_001491.2,+,CAGE_cluster_236,1660.197731002,5,***
NC_001491.2,+,CAGE_cluster_237,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_238,18095.726569057,9,***
NC_001491.2,+,CAGE_cluster_239,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_24,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_240,782.316868539,3,**
NC_001491.2,+,CAGE_cluster_241,570.152836692,4,**
NC_001491.2,+,CAGE_cluster_242,1378.806419267,4,**
NC_001491.2,+,CAGE_cluster_243,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_244,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_245,18947.390946037,9,***
NC_001491.2,+,CAGE_cluster_246,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_247,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_248,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_249,643.376661688,2,*
NC_001491.2,+,CAGE_cluster_25,1153.304861418,3,**
NC_001491.2,+,CAGE_cluster_250,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_251,762.776506484,1,*
NC_001491.2,+,CAGE_cluster_252,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_253,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_254,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_255,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_256,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_257,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_258,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_259,544.365813827,1,*
NC_001491.2,+,CAGE_cluster_26,1031.883072684,2,*
NC_001491.2,+,CAGE_cluster_260,960.522205515,2,*
NC_001491.2,+,CAGE_cluster_261,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_262,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_263,670.497568528,3,**
NC_001491.2,+,CAGE_cluster_264,565.33403924,2,*
NC_001491.2,+,CAGE_cluster_265,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_266,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_267,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_268,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_269,309.564999042,2,*
NC_001491.2,+,CAGE_cluster_27,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_270,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_271,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_272,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_273,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_274,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_275,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_276,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_277,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_278,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_279,847.275042146,3,**
NC_001491.2,+,CAGE_cluster_28,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_280,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_281,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_282,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_283,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_284,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_285,309.564999042,2,*
NC_001491.2,+,CAGE_cluster_286,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_287,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_288,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_289,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_29,223.638600022,1,*
NC_001491.2,+,CAGE_cluster_290,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_291,380.925866211,2,*
NC_001491.2,+,CAGE_cluster_292,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_293,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_294,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_295,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_296,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_297,223.638600022,1,*
NC_001491.2,+,CAGE_cluster_298,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_299,1114.518650519,5,***
NC_001491.2,+,CAGE_cluster_3,1583.62946212,3,**
NC_001491.2,+,CAGE_cluster_30,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_300,761.348643126,3,**
NC_001491.2,+,CAGE_cluster_301,464.989307404,3,**
NC_001491.2,+,CAGE_cluster_302,874.595806495,2,*
NC_001491.2,+,CAGE_cluster_303,1073.625123208,2,*
NC_001491.2,+,CAGE_cluster_304,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_305,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_306,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_307,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_308,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_309,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_31,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_310,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_311,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_312,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_313,421.384299053,2,*
NC_001491.2,+,CAGE_cluster_314,544.365813827,1,*
NC_001491.2,+,CAGE_cluster_315,10025.662746044,8,***
NC_001491.2,+,CAGE_cluster_316,742.111512858,2,*
NC_001491.2,+,CAGE_cluster_317,1854.987590409,6,***
NC_001491.2,+,CAGE_cluster_318,853.930812869,3,**
NC_001491.2,+,CAGE_cluster_319,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_32,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_320,1651.013070769,4,**
NC_001491.2,+,CAGE_cluster_321,216.982829299,2,*
NC_001491.2,+,CAGE_cluster_322,762.776506484,1,*
NC_001491.2,+,CAGE_cluster_323,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_324,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_325,395.491398062,1,*
NC_001491.2,+,CAGE_cluster_326,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_327,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_328,458.333536681,3,**
NC_001491.2,+,CAGE_cluster_329,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_33,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_330,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_331,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_332,762.776506484,1,*
NC_001491.2,+,CAGE_cluster_333,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_334,8237.944903407,8,***
NC_001491.2,+,CAGE_cluster_335,2831.970866237,6,***
NC_001491.2,+,CAGE_cluster_336,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_337,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_338,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_339,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_34,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_340,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_341,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_342,374.270095488,2,*
NC_001491.2,+,CAGE_cluster_343,6536.845038183,9,***
NC_001491.2,+,CAGE_cluster_344,6374.338471537,8,***
NC_001491.2,+,CAGE_cluster_345,109215.339810069,9,***
NC_001491.2,+,CAGE_cluster_346,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_347,952.94166073,4,**
NC_001491.2,+,CAGE_cluster_348,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_349,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_35,544.365813827,1,*
NC_001491.2,+,CAGE_cluster_350,538.2131324,1,*
NC_001491.2,+,CAGE_cluster_351,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_352,717.637756649,4,**
NC_001491.2,+,CAGE_cluster_353,2080.66597457,6,***
NC_001491.2,+,CAGE_cluster_354,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_355,395.491398062,1,*
NC_001491.2,+,CAGE_cluster_356,395.491398062,2,*
NC_001491.2,+,CAGE_cluster_357,2491.356233833,6,***
NC_001491.2,+,CAGE_cluster_358,395.491398062,1,*
NC_001491.2,+,CAGE_cluster_359,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_36,2394.408201308,7,***
NC_001491.2,+,CAGE_cluster_360,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_361,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_362,762.776506484,1,*
NC_001491.2,+,CAGE_cluster_363,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_364,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_365,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_366,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_367,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_368,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_369,762.776506484,1,*
NC_001491.2,+,CAGE_cluster_37,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_370,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_371,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_372,1621.576271431,6,***
NC_001491.2,+,CAGE_cluster_373,4585.831573796,7,***
NC_001491.2,+,CAGE_cluster_374,296182.372347441,9,***
NC_001491.2,+,CAGE_cluster_375,4940.114137776,8,***
NC_001491.2,+,CAGE_cluster_376,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_377,988.027940531,4,**
NC_001491.2,+,CAGE_cluster_378,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_379,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_38,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_380,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_381,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_382,309.564999042,2,*
NC_001491.2,+,CAGE_cluster_383,379.062908384,2,*
NC_001491.2,+,CAGE_cluster_384,458.333536681,3,**
NC_001491.2,+,CAGE_cluster_385,1608.623685272,4,**
NC_001491.2,+,CAGE_cluster_386,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_387,353.170007393,2,*
NC_001491.2,+,CAGE_cluster_388,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_389,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_39,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_390,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_391,915.38345568,4,**
NC_001491.2,+,CAGE_cluster_392,269.1065662,1,*
