seqnames,strand,gene,score,support,CAGE_significance
NC_001491.2,+,CAGE_cluster_393,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_394,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_395,216.982829299,2,*
NC_001491.2,+,CAGE_cluster_396,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_397,544.365813827,1,*
NC_001491.2,+,CAGE_cluster_398,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_399,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_4,486.089395499,3,**
NC_001491.2,+,CAGE_cluster_40,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_400,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_401,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_402,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_403,458.333536681,3,**
NC_001491.2,+,CAGE_cluster_404,216.982829299,2,*
NC_001491.2,+,CAGE_cluster_405,734.095873604,4,**
NC_001491.2,+,CAGE_cluster_406,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_407,374.270095488,2,*
NC_001491.2,+,CAGE_cluster_408,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_409,216.982829299,2,*
NC_001491.2,+,CAGE_cluster_41,466.852265231,2,*
NC_001491.2,+,CAGE_cluster_410,1660.615559491,5,***
NC_001491.2,+,CAGE_cluster_411,570.152836692,4,**
NC_001491.2,+,CAGE_cluster_412,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_413,552.440729332,2,*
NC_001491.2,+,CAGE_cluster_414,761.242765,3,**
NC_001491.2,+,CAGE_cluster_415,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_416,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_417,260.58783765,2,*
NC_001491.2,+,CAGE_cluster_418,19717.570999825,9,***
NC_001491.2,+,CAGE_cluster_419,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_42,507.310698073,2,*
NC_001491.2,+,CAGE_cluster_420,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_421,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_422,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_423,1715.138827069,5,***
NC_001491.2,+,CAGE_cluster_424,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_425,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_426,3064.399227314,5,***
NC_001491.2,+,CAGE_cluster_427,175245.507895459,9,***
NC_001491.2,+,CAGE_cluster_428,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_429,651.26043826,2,*
NC_001491.2,+,CAGE_cluster_43,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_430,374.270095488,2,*
NC_001491.2,+,CAGE_cluster_431,309.564999042,2,*
NC_001491.2,+,CAGE_cluster_432,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_433,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_434,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_435,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_436,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_437,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_438,608.939047591,2,*
NC_001491.2,+,CAGE_cluster_439,558.678268517,2,*
NC_001491.2,+,CAGE_cluster_44,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_440,1195.626252087,3,**
NC_001491.2,+,CAGE_cluster_441,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_442,544.365813827,1,*
NC_001491.2,+,CAGE_cluster_443,2984.696076554,6,***
NC_001491.2,+,CAGE_cluster_444,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_445,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_446,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_447,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_448,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_449,1485.397811913,3,**
NC_001491.2,+,CAGE_cluster_45,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_450,372.407137661,3,**
NC_001491.2,+,CAGE_cluster_451,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_452,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_453,380.925866211,2,*
NC_001491.2,+,CAGE_cluster_454,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_455,2189.052330216,5,***
NC_001491.2,+,CAGE_cluster_456,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_457,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_458,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_459,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_46,310.848616724,1,*
NC_001491.2,+,CAGE_cluster_460,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_461,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_462,216.982829299,2,*
NC_001491.2,+,CAGE_cluster_463,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_464,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_465,678167.34293243,9,***
NC_001491.2,+,CAGE_cluster_466,963.660062448,4,**
NC_001491.2,+,CAGE_cluster_467,64267.893626209,9,***
NC_001491.2,+,CAGE_cluster_468,3202.756048248,6,***
NC_001491.2,+,CAGE_cluster_469,699.790122189,2,*
NC_001491.2,+,CAGE_cluster_47,216.982829299,2,*
NC_001491.2,+,CAGE_cluster_470,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_471,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_472,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_473,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_474,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_475,544.365813827,1,*
NC_001491.2,+,CAGE_cluster_476,466.852265231,2,*
NC_001491.2,+,CAGE_cluster_477,1030.020114857,3,**
NC_001491.2,+,CAGE_cluster_478,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_479,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_48,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_480,395.491398062,1,*
NC_001491.2,+,CAGE_cluster_481,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_482,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_483,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_484,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_485,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_486,1552.07836209,6,***
NC_001491.2,+,CAGE_cluster_487,466.852265231,2,*
NC_001491.2,+,CAGE_cluster_488,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_489,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_49,544.365813827,1,*
NC_001491.2,+,CAGE_cluster_490,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_491,762.776506484,1,*
NC_001491.2,+,CAGE_cluster_492,1846.468861858,6,***
NC_001491.2,+,CAGE_cluster_493,260.58783765,2,*
NC_001491.2,+,CAGE_cluster_494,16593.418453375,9,***
NC_001491.2,+,CAGE_cluster_495,47409.336119868,9,***
NC_001491.2,+,CAGE_cluster_496,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_497,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_498,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_499,353.170007393,2,*
NC_001491.2,+,CAGE_cluster_5,46113.869491894,9,***
NC_001491.2,+,CAGE_cluster_50,23283.930695339,9,***
NC_001491.2,+,CAGE_cluster_500,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_501,353.170007393,2,*
NC_001491.2,+,CAGE_cluster_502,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_503,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_504,216.982829299,2,*
NC_001491.2,+,CAGE_cluster_505,853.930812869,3,**
NC_001491.2,+,CAGE_cluster_506,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_507,1987.459501051,5,***
NC_001491.2,+,CAGE_cluster_508,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_509,3675.318804489,7,***
NC_001491.2,+,CAGE_cluster_51,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_510,28089.55076049,9,***
NC_001491.2,+,CAGE_cluster_511,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_512,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_513,558.678268517,2,*
NC_001491.2,+,CAGE_cluster_514,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_515,216.982829299,2,*
NC_001491.2,+,CAGE_cluster_516,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_517,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_518,374.270095488,2,*
NC_001491.2,+,CAGE_cluster_519,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_52,699.790122189,2,*
NC_001491.2,+,CAGE_cluster_520,871.808074607,3,**
NC_001491.2,+,CAGE_cluster_521,918.200814846,2,*
NC_001491.2,+,CAGE_cluster_522,1184.464037324,4,**
NC_001491.2,+,CAGE_cluster_523,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_524,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_525,650.032432411,2,*
NC_001491.2,+,CAGE_cluster_526,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_527,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_528,544.365813827,1,*
NC_001491.2,+,CAGE_cluster_529,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_53,1095.281520251,3,**
NC_001491.2,+,CAGE_cluster_530,2322.620384025,6,***
NC_001491.2,+,CAGE_cluster_531,267.243608373,2,*
NC_001491.2,+,CAGE_cluster_532,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_533,544.365813827,1,*
NC_001491.2,+,CAGE_cluster_534,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_535,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_536,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_537,395.491398062,1,*
NC_001491.2,+,CAGE_cluster_538,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_539,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_54,853.930812869,3,**
NC_001491.2,+,CAGE_cluster_540,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_541,8719.130416886,8,***
NC_001491.2,+,CAGE_cluster_542,1621.273039645,5,***
NC_001491.2,+,CAGE_cluster_543,47023.292115728,9,***
NC_001491.2,+,CAGE_cluster_544,1487.373265644,5,***
NC_001491.2,+,CAGE_cluster_545,395.491398062,2,*
NC_001491.2,+,CAGE_cluster_546,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_547,2081.460815577,5,***
NC_001491.2,+,CAGE_cluster_548,157052.196791096,9,***
NC_001491.2,+,CAGE_cluster_549,328.80212931,2,*
NC_001491.2,+,CAGE_cluster_55,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_550,519.892057618,3,**
NC_001491.2,+,CAGE_cluster_551,578.671565242,3,**
NC_001491.2,+,CAGE_cluster_552,756.423967548,3,**
NC_001491.2,+,CAGE_cluster_553,734.095873604,4,**
NC_001491.2,+,CAGE_cluster_554,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_555,508.594315755,2,*
NC_001491.2,+,CAGE_cluster_556,1364.388086451,4,**
NC_001491.2,+,CAGE_cluster_557,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_558,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_559,513.236286895,2,*
NC_001491.2,+,CAGE_cluster_56,1720.510980111,5,***
NC_001491.2,+,CAGE_cluster_560,1411.249212855,5,***
NC_001491.2,+,CAGE_cluster_561,1621.829348592,5,***
NC_001491.2,+,CAGE_cluster_562,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_563,464.989307404,3,**
NC_001491.2,+,CAGE_cluster_564,2651.068935065,5,***
NC_001491.2,+,CAGE_cluster_565,267.243608373,2,*
NC_001491.2,+,CAGE_cluster_566,4110.76631565,8,***
NC_001491.2,+,CAGE_cluster_567,1928.975080859,5,***
NC_001491.2,+,CAGE_cluster_568,788.998623818,4,**
NC_001491.2,+,CAGE_cluster_569,2180.507617109,7,***
NC_001491.2,+,CAGE_cluster_57,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_570,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_571,216.982829299,2,*
NC_001491.2,+,CAGE_cluster_572,565.33403924,2,*
NC_001491.2,+,CAGE_cluster_573,873.167943137,3,**
NC_001491.2,+,CAGE_cluster_574,216.982829299,2,*
NC_001491.2,+,CAGE_cluster_575,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_576,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_577,878.045613791,3,**
NC_001491.2,+,CAGE_cluster_578,477.570666949,3,**
NC_001491.2,+,CAGE_cluster_579,608.939047591,2,*
NC_001491.2,+,CAGE_cluster_58,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_580,1503.278027009,6,***
NC_001491.2,+,CAGE_cluster_581,4838.967775986,8,***
NC_001491.2,+,CAGE_cluster_582,755.195961699,3,**
NC_001491.2,+,CAGE_cluster_583,223.638600022,1,*
NC_001491.2,+,CAGE_cluster_584,3838.637537626,6,***
NC_001491.2,+,CAGE_cluster_585,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_586,1292.470910333,4,**
NC_001491.2,+,CAGE_cluster_587,1961.105521035,5,***
NC_001491.2,+,CAGE_cluster_588,1025.530533748,4,**
NC_001491.2,+,CAGE_cluster_589,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_59,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_590,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_591,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_592,223.638600022,1,*
NC_001491.2,+,CAGE_cluster_593,353.170007393,2,*
NC_001491.2,+,CAGE_cluster_594,395.491398062,1,*
NC_001491.2,+,CAGE_cluster_595,1271.226576563,3,**
NC_001491.2,+,CAGE_cluster_596,1859.332925841,5,***
NC_001491.2,+,CAGE_cluster_597,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_598,4121.451233816,8,***
NC_001491.2,+,CAGE_cluster_599,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_6,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_60,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_600,2389.727884315,6,***
NC_001491.2,+,CAGE_cluster_601,1651.342287112,5,***
NC_001491.2,+,CAGE_cluster_602,1570.838387617,4,**
NC_001491.2,+,CAGE_cluster_603,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_604,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_605,5283.254318131,8,***
NC_001491.2,+,CAGE_cluster_606,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_607,706.340014786,3,**
NC_001491.2,+,CAGE_cluster_608,1364.135009291,5,***
NC_001491.2,+,CAGE_cluster_609,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_61,260.58783765,2,*
NC_001491.2,+,CAGE_cluster_610,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_611,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_612,169952.732015682,9,***
NC_001491.2,+,CAGE_cluster_613,544.365813827,1,*
NC_001491.2,+,CAGE_cluster_614,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_615,2036.557876922,6,***
NC_001491.2,+,CAGE_cluster_616,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_617,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_618,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_619,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_62,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_620,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_621,4109.782265337,8,***
NC_001491.2,+,CAGE_cluster_622,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_623,2468.217984227,5,***
NC_001491.2,+,CAGE_cluster_624,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_625,767.898535723,5,**
NC_001491.2,+,CAGE_cluster_626,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_627,9882.10484979,9,***
NC_001491.2,+,CAGE_cluster_628,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_629,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_63,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_630,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_631,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_632,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_633,1498.735337916,3,**
NC_001491.2,+,CAGE_cluster_634,223.638600022,1,*
NC_001491.2,+,CAGE_cluster_635,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_636,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_637,762.776506484,1,*
NC_001491.2,+,CAGE_cluster_638,558.678268517,2,*
NC_001491.2,+,CAGE_cluster_639,260.58783765,2,*
NC_001491.2,+,CAGE_cluster_64,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_640,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_641,486.089395499,3,**
NC_001491.2,+,CAGE_cluster_642,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_643,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_644,86536.604073751,9,***
NC_001491.2,+,CAGE_cluster_645,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_646,1200.445049539,4,**
NC_001491.2,+,CAGE_cluster_647,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_648,589.38996696,3,**
NC_001491.2,+,CAGE_cluster_649,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_65,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_650,552.440729332,2,*
NC_001491.2,+,CAGE_cluster_651,223.638600022,1,*
NC_001491.2,+,CAGE_cluster_652,508.594315755,2,*
NC_001491.2,+,CAGE_cluster_653,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_654,536.350174573,3,**
NC_001491.2,+,CAGE_cluster_655,309.564999042,2,*
NC_001491.2,+,CAGE_cluster_656,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_657,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_658,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_659,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_66,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_660,545.784958609,2,*
NC_001491.2,+,CAGE_cluster_661,8784.304399365,8,***
NC_001491.2,+,CAGE_cluster_662,353.170007393,2,*
NC_001491.2,+,CAGE_cluster_663,10382.903119899,9,***
NC_001491.2,+,CAGE_cluster_664,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_665,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_666,2154.911733178,5,***
NC_001491.2,+,CAGE_cluster_667,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_668,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_669,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_67,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_670,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_671,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_672,4975.552276916,9,***
NC_001491.2,+,CAGE_cluster_673,15996.985830107,9,***
NC_001491.2,+,CAGE_cluster_674,806.684746622,3,**
NC_001491.2,+,CAGE_cluster_675,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_676,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_677,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_678,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_679,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_68,122249.795999919,9,***
NC_001491.2,+,CAGE_cluster_680,804.953651477,3,**
NC_001491.2,+,CAGE_cluster_681,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_682,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_683,484.226437672,3,**
NC_001491.2,+,CAGE_cluster_684,3920.396308745,8,***
NC_001491.2,+,CAGE_cluster_685,97815.579059717,9,***
NC_001491.2,+,CAGE_cluster_686,2603.704607696,6,***
NC_001491.2,+,CAGE_cluster_687,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_688,1192.429410285,5,***
NC_001491.2,+,CAGE_cluster_689,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_69,1222.696892634,4,**
NC_001491.2,+,CAGE_cluster_690,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_691,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_692,1738.078841794,5,***
NC_001491.2,+,CAGE_cluster_693,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_694,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_695,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_696,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_697,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_698,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_699,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_7,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_70,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_700,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_701,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_702,353.170007393,2,*
NC_001491.2,+,CAGE_cluster_703,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_704,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_705,52428.621414893,9,***
NC_001491.2,+,CAGE_cluster_706,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_707,742.111512858,2,*
NC_001491.2,+,CAGE_cluster_708,3260.505806602,6,***
NC_001491.2,+,CAGE_cluster_709,223.638600022,1,*
NC_001491.2,+,CAGE_cluster_71,310.848616724,1,*
NC_001491.2,+,CAGE_cluster_710,664.597964262,3,**
NC_001491.2,+,CAGE_cluster_711,466.852265231,2,*
NC_001491.2,+,CAGE_cluster_712,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_713,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_714,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_715,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_716,544.365813827,1,*
NC_001491.2,+,CAGE_cluster_717,269.1065662,1,*
NC_001491.2,+,CAGE_cluster_718,1025.530533748,4,**
NC_001491.2,+,CAGE_cluster_719,664.597964262,2,*
NC_001491.2,+,CAGE_cluster_72,762.776506484,1,*
NC_001491.2,+,CAGE_cluster_720,374.270095488,2,*
NC_001491.2,+,CAGE_cluster_721,14069.896737759,9,***
NC_001491.2,+,CAGE_cluster_722,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_723,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_724,904.085713817,2,*
NC_001491.2,+,CAGE_cluster_725,1326.57680424,6,***
NC_001491.2,+,CAGE_cluster_726,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_727,762.776506484,1,*
NC_001491.2,+,CAGE_cluster_728,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_729,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_73,763.079738271,3,**
NC_001491.2,+,CAGE_cluster_730,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_731,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_732,8228.51011937,8,***
NC_001491.2,+,CAGE_cluster_733,111.819300011,1,*
NC_001491.2,+,CAGE_cluster_734,43094.303212475,9,***
NC_001491.2,+,CAGE_cluster_735,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_736,1849.898141805,6,***
NC_001491.2,+,CAGE_cluster_737,302.909228319,2,*
NC_001491.2,+,CAGE_cluster_738,867.940035772,2,*
NC_001491.2,+,CAGE_cluster_739,2004.618172631,6,***
NC_001491.2,+,CAGE_cluster_74,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_740,4439.455067837,7,***
NC_001491.2,+,CAGE_cluster_741,105.163529288,1,*
NC_001491.2,+,CAGE_cluster_742,155.424308362,1,*
NC_001491.2,+,CAGE_cluster_743,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_744,453.514739229,1,*
NC_001491.2,+,CAGE_cluster_745,714.102576879,3,**
NC_001491.2,+,CAGE_cluster_746,197.745699031,1,*
NC_001491.2,+,CAGE_cluster_747,544.365813827,1,*
