gene	cluster	si	au	bp	se.si	se.au	se.bp	v	c	pchi	neighbor	sil_width	gene_order	gene_to_centroid_dist	scaled_dist
CTO	3	0.996878565739356	0.999030202039559	0.982636913762827	0.00166609152204611	0.000599849635796371	0.00178788298787797	-2.60543298465204	0.493895883875122	0.515522607876051	2	0.174560206613314	7	12.3214693913116	0.742730330370334
NOIR_1	5	0.209733355554317	0.626912470278075	0.572883324822782	0.0378317589806853	0.0290755227685621	0.00522178320990382	-0.253703322019764	0.0699836178842555	0.198364673671774	1	0.377153917639386	6	13.024360819224	0.785100178144816
NOIR_2	5	0.209733355554317	0.626912470278075	0.572883324822782	0.0378317589806853	0.0290755227685621	0.00522178320990382	-0.253703322019764	0.0699836178842555	0.198364673671774	1	0.376814444674708	7	13.0261987977634	0.785210970321014
ORF1	1	1	1	1	0	0	0	0	0	0	5	0.351869927225151	4	4.73664576340343	0.285521991003816
ORF10, ORF11	5	0.209733355554317	0.626912470278075	0.572883324822782	0.0378317589806853	0.0290755227685621	0.00522178320990382	-0.253703322019764	0.0699836178842555	0.198364673671774	3	0.54606062518614	3	5.26735707306103	0.317512930869415
ORF12, ORF13, ORF14	3	0.996878565739356	0.999030202039559	0.982636913762827	0.00166609152204611	0.000599849635796371	0.00178788298787797	-2.60543298465204	0.493895883875122	0.515522607876051	5	0.416578308975784	1	12.6283534045602	0.761229103309397
ORF17	1	1	1	1	0	0	0	0	0	0	5	0.354380366663169	3	7.50098010237216	0.452154305026693
ORF18	5	0.209733355554317	0.626912470278075	0.572883324822782	0.0378317589806853	0.0290755227685621	0.00522178320990382	-0.253703322019764	0.0699836178842555	0.198364673671774	3	0.301974101962582	8	6.86782662579076	0.413988216559352
ORF18, ORF17, ORF16, ORF15	6	0.990201007573879	0.997813469001926	0.907686628581441	0.00257941476554878	0.000706916127406012	0.00338259778422317	-2.08828016330676	0.761636976916235	0.668550299631874	7	0	1	0	0
ORF19	7	0.604688749972033	0.859661823593837	0.631234788452554	0.0339130085795362	0.0173493850179857	0.0051309240085222	-0.706963354305163	0.371837861379525	0.227351534399748	2	0.599200628720115	2	6.24272786247956	0.376307661079858
ORF2	2	0.704844601682056	0.866619198573395	0.807529282060745	0.0307131829033305	0.0184804287855692	0.00424242560753915	-0.989689369932999	0.120861772511232	0.0436046566569913	3	0.448009040679053	5	4.05272469407925	0.244295664367436
ORF22	3	0.996878565739356	0.999030202039559	0.982636913762827	0.00166609152204611	0.000599849635796371	0.00178788298787797	-2.60543298465204	0.493895883875122	0.515522607876051	2	0.376010126350324	2	4.39795201390416	0.265105747415422
ORF22, ORF21, ORF20	5	0.209733355554317	0.626912470278075	0.572883324822782	0.0378317589806853	0.0290755227685621	0.00522178320990382	-0.253703322019764	0.0699836178842555	0.198364673671774	1	0.270884577822843	9	6.83811038521875	0.412196940496696
ORF23	2	0.704844601682056	0.866619198573395	0.807529282060745	0.0307131829033305	0.0184804287855692	0.00424242560753915	-0.989689369932999	0.120861772511232	0.0436046566569913	3	0.660103572696088	1	2.78205851399119	0.167700716009028
ORF24	8	0.971377127598774	0.9899226573709	0.941090803735577	0.00721077816595804	0.00306822478681824	0.0027138773711996	-1.94372609154962	0.379729600737969	0.689516703049064	2	0	1	0	0
ORF27, ORF26, ORF25	9	0.958187392334834	0.984444468510597	0.933539776505212	0.00946376562877505	0.00428235000149293	0.00282857437528434	-1.8291668308303	0.326482429309547	0.144936681312903	2	0.394826443178934	3	12.6220625712806	0.7608498958844
ORF28, ORF29	3	0.996878565739356	0.999030202039559	0.982636913762827	0.00166609152204611	0.000599849635796371	0.00178788298787797	-2.60543298465204	0.493895883875122	0.515522607876051	2	0.0541211138722778	8	6.27444578011785	0.37821959696169
ORF3	3	0.996878565739356	0.999030202039559	0.982636913762827	0.00166609152204611	0.000599849635796371	0.00178788298787797	-2.60543298465204	0.493895883875122	0.515522607876051	2	-0.0110600792743516	9	5.96555502946438	0.359599859169461
ORF30	1	1	1	1	0	0	0	0	0	0	5	0.626181438401696	1	3.35081996873179	0.201985294395374
ORF31	4	0.215373142226884	0.608821466630612	0.606034166911012	0.0369862555457475	0.0296683840203416	0.00515865744061921	-0.272623053403855	0.00362563095616968	0.288359739316888	5	0.758300723334259	1	6.75750896419499	0.407338338152765
ORF32, ORF33, ORF34	5	0.209733355554317	0.626912470278075	0.572883324822782	0.0378317589806853	0.0290755227685621	0.00522178320990382	-0.253703322019764	0.0699836178842555	0.198364673671774	3	0.560631566622966	1	10.8138416394718	0.651851489329746
ORF36	2	0.704844601682056	0.866619198573395	0.807529282060745	0.0307131829033305	0.0184804287855692	0.00424242560753915	-0.989689369932999	0.120861772511232	0.0436046566569913	3	0.537477994240754	4	4.48069092186875	0.270093196111302
ORF37	3	0.996878565739356	0.999030202039559	0.982636913762827	0.00166609152204611	0.000599849635796371	0.00178788298787797	-2.60543298465204	0.493895883875122	0.515522607876051	5	0.28910320449196	4	14.8480304774804	0.895029824094207
ORF37, ORF36, ORF35, ORF35.5	2	0.704844601682056	0.866619198573395	0.807529282060745	0.0307131829033305	0.0184804287855692	0.00424242560753915	-0.989689369932999	0.120861772511232	0.0436046566569913	7	0.220668156708485	7	9.91382691821056	0.597599174931929
ORF38	5	0.209733355554317	0.626912470278075	0.572883324822782	0.0378317589806853	0.0290755227685621	0.00522178320990382	-0.253703322019764	0.0699836178842555	0.198364673671774	3	0.468750478790582	4	4.65780689527174	0.280769634226079
ORF39	9	0.958187392334834	0.984444468510597	0.933539776505212	0.00946376562877505	0.00428235000149293	0.00282857437528434	-1.8291668308303	0.326482429309547	0.144936681312903	2	0.681872195000316	1	10.2700350711675	0.619071175610098
ORF4	4	0.215373142226884	0.608821466630612	0.606034166911012	0.0369862555457475	0.0296683840203416	0.00515865744061921	-0.272623053403855	0.00362563095616968	0.288359739316888	12	0.723088744820822	2	6.75750896419499	0.407338338152765
ORF40	2	0.704844601682056	0.866619198573395	0.807529282060745	0.0307131829033305	0.0184804287855692	0.00424242560753915	-0.989689369932999	0.120861772511232	0.0436046566569913	3	0.563582733361241	3	8.791285357801	0.529933084343307
ORF41, ORF42, OF43	2	0.704844601682056	0.866619198573395	0.807529282060745	0.0307131829033305	0.0184804287855692	0.00424242560753915	-0.989689369932999	0.120861772511232	0.0436046566569913	7	0.24836368594939	6	9.18743042340469	0.553812456689748
ORF44	3	0.996878565739356	0.999030202039559	0.982636913762827	0.00166609152204611	0.000599849635796371	0.00178788298787797	-2.60543298465204	0.493895883875122	0.515522607876051	5	0.341138250590116	3	6.04421921110367	0.364341685956651
ORF45, ORF46	9	0.958187392334834	0.984444468510597	0.933539776505212	0.00946376562877505	0.00428235000149293	0.00282857437528434	-1.8291668308303	0.326482429309547	0.144936681312903	2	0.442568045987422	2	3.34722393335814	0.201768527672489
ORF48, ORF49, ORF50, ORF51	5	0.209733355554317	0.626912470278075	0.572883324822782	0.0378317589806853	0.0290755227685621	0.00522178320990382	-0.253703322019764	0.0699836178842555	0.198364673671774	3	0.557821075166284	2	3.06902504277531	0.18499887566516
ORF52	7	0.604688749972033	0.859661823593837	0.631234788452554	0.0339130085795362	0.0173493850179857	0.0051309240085222	-0.706963354305163	0.371837861379525	0.227351534399748	2	0.567765489696928	3	4.35523150119526	0.262530582107602
ORF53, ORF54	10	0.786551273847266	0.946601372425852	0.6044383421521	0.0241615506102917	0.00851554971078125	0.00522171266799003	-0.938804734072754	0.673952525226481	0.431197442402294	7	0	1	0	0
ORF57, ORF58	7	0.604688749972033	0.859661823593837	0.631234788452554	0.0339130085795362	0.0173493850179857	0.0051309240085222	-0.706963354305163	0.371837861379525	0.227351534399748	6	0.120644712724064	4	5.57498766825721	0.336056707292963
ORF62, ORF61, ORF60,ORF59	3	0.996878565739356	0.999030202039559	0.982636913762827	0.00166609152204611	0.000599849635796371	0.00178788298787797	-2.60543298465204	0.493895883875122	0.515522607876051	2	0.227613020298615	6	16.5894253775364	1
ORF63	1	1	1	1	0	0	0	0	0	0	5	0.579783457184926	2	5.60465384788354	0.337844965713686
ORF64_1	11	0.939736827880284	0.980719604348316	0.871412033121218	0.0109228537385982	0.00439862230826086	0.00373847831687502	-1.60096728980115	0.467876035701117	0.710478068233783	12	0	1	0	0
ORF65_1	12	0.482267102929991	0.893924188513272	0.344237818862514	0.0457054728584423	0.0150728631483236	0.00500063690031176	-0.423373121778998	0.824297721675539	0.820897286429118	4	0.396566673219546	3	5.62796358589055	0.339250061880463
ORF66_1	3	0.996878565739356	0.999030202039559	0.982636913762827	0.00166609152204611	0.000599849635796371	0.00178788298787797	-2.60543298465204	0.493895883875122	0.515522607876051	2	0.234103197480485	5	14.399695069914	0.868004451161551
ORF68, ORF67_1	12	0.482267102929991	0.893924188513272	0.344237818862514	0.0457054728584423	0.0150728631483236	0.00500063690031176	-0.423373121778998	0.824297721675539	0.820897286429118	4	0.456186405616012	2	6.89929328054768	0.415885006474664
ORF69, ORF70	12	0.482267102929991	0.893924188513272	0.344237818862514	0.0457054728584423	0.0150728631483236	0.00500063690031176	-0.423373121778998	0.824297721675539	0.820897286429118	4	0.680115374943848	1	4.36161731873495	0.262915515123325
ORF7,  ORF6,  ORF5	1	1	1	1	0	0	0	0	0	0	5	0.259041529901315	5	10.4926289916331	0.632488995419999
ORF71, ORF72, ORF73	7	0.604688749972033	0.859661823593837	0.631234788452554	0.0339130085795362	0.0173493850179857	0.0051309240085222	-0.706963354305163	0.371837861379525	0.227351534399748	2	0.682430934306898	1	2.02736901258387	0.122208513341825
ORF74, ORF75, ORF76, ORF67 _2	5	0.209733355554317	0.626912470278075	0.572883324822782	0.0378317589806853	0.0290755227685621	0.00522178320990382	-0.253703322019764	0.0699836178842555	0.198364673671774	4	-0.248700413500815	10	14.6584705271034	0.883603270969968
ORF8	2	0.704844601682056	0.866619198573395	0.807529282060745	0.0307131829033305	0.0184804287855692	0.00424242560753915	-0.989689369932999	0.120861772511232	0.0436046566569913	7	0.611701203404231	2	4.98993394749325	0.300790041483298
ORF9	5	0.209733355554317	0.626912470278075	0.572883324822782	0.0378317589806853	0.0290755227685621	0.00522178320990382	-0.253703322019764	0.0699836178842555	0.198364673671774	3	0.421279932532269	5	8.30333352275307	0.500519658384101
